character_id,character_name,player_id,player_main_handle,player_known_by,player_real_name,player_link_type,player_link_status,player_link_confidence,player_link_evidence_id,player_link_notes,immortal_list_status,immortal_list_category,is_maiar_muddler,honorary_immortal,immortal_list_source_id,immortal_list_source_name,immortal_list_source_date_context,immortal_list_evidence_id,immortal_list_review_status,immortal_list_notes,source_whois_id,source_descriptor,derived_race,derived_subrace,derived_faction,derived_faction_confidence,derived_base_class,derived_who_class_group,derived_class_title,derived_class_confidence,derived_class_skill_notes,derived_class_level_restriction_notes,derived_class_race_restriction_notes,derived_class_alignment_restriction_notes,derived_gender,derived_gender_confidence,derived_immortal_rank,derived_immortal_code,derived_immortal_role,classification_status,classification_notes,candidate_whois_rows,review_needed
char_ardent,Ardent,player_0057,Kenzu,Kenzu,,listed_same_player,accepted,medium,evidence_player_group_0057,,,,,,,,,,,,whois_ardent_1780899446,Dwarven Patriarch,Dwarf,,Free Peoples,medium,Cleric,Cleric,Patriarch,high,,,,,male,high,,,,classified,race_term=Dwarven | class_title=Patriarch | who_class_group=Cleric | class_confidence=high,1,no
char_arelia,Arelia,player_0186,Hanr,Hanr,,listed_same_player,accepted,medium,evidence_player_group_0186,,,,,,,,,,,,whois_arelia_1780899452,Sindarin Witch,Elf,Sindarin,Free Peoples,medium,Magic-user,Magic-user,Witch,high,,,,,female,high,,,,classified,race_term=Sindarin | class_title=Witch | who_class_group=Magic-user | class_confidence=high,1,no
char_ares,Ares,player_0107,Ares,Ares,,listed_same_player,accepted,medium,evidence_player_group_0107,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ares_324_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ares_1780899458,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,2,no
char_arglebargle,Arglebargle,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,whois_arglebargle_1780899463,Tarkhnarb Shaman,Orc,Tarkhnarb,Minions of Sauron,high,Cleric,Cleric,Shaman,low,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Shaman | who_class_group=Cleric | class_confidence=low,1,no
char_arhar,Arhar,player_0193,Ariala,Ariala [Sandman],Sandman,listed_same_player,accepted,medium,evidence_player_group_0193,,,,,,,,,,,,whois_arhar_1780899469,Noldorin Hero,Elf,Noldorin,Free Peoples,medium,General,General,Hero,medium,,,,,,,,,,classified,race_term=Noldorin | class_title=Hero | who_class_group=General | class_confidence=medium,1,no
char_ariakan,Ariakan,player_0111,Aram,Aram,,listed_same_player,accepted,medium,evidence_player_group_0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_ariala,Ariala,player_0193,Ariala,Ariala [Sandman],Sandman,listed_same_player,accepted,medium,evidence_player_group_0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_aris,Aris,player_0091,Aris,Aris,,listed_same_player,accepted,medium,evidence_player_group_0091,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_aris_328_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_aris_1780899485,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,2,no
char_arkady,Arkady,player_0120,Nerf,Nerf,,listed_same_player,accepted,medium,evidence_player_group_0120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_arkine,Arkine,player_0138,Lochdale,Lochdale [Donal],Donal,listed_same_player,accepted,medium,evidence_player_group_0138,,,,,,,,,,,,whois_arkine_1780899496,Tarkhnarb Soldier,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Soldier,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Soldier | who_class_group=Warrior | class_confidence=high,1,no
char_arla,Arla,player_0171,Lurken,Lurken [Simon],Simon,listed_same_player,accepted,medium,evidence_player_group_0171,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_arla_20_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_arla_1780899502,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,2,no
char_arn,Arn,player_0109,Nighthawk,Nighthawk,,listed_same_player,accepted,medium,evidence_player_group_0109,,,,,,,,,,,,whois_arn_1780899507,Eriadorian Soldier,Man,Eriadorian,Free Peoples,medium,Warrior,Warrior,Soldier,high,,,,,,,,,,classified,race_term=Eriadorian | class_title=Soldier | who_class_group=Warrior | class_confidence=high,1,no
char_arnoc,Arnoc,player_0175,Vaab,Vaab [Joey],Joey,listed_same_player,accepted,medium,evidence_player_group_0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_aros,Aros,player_0066,Tram,Tram,,listed_same_player,accepted,medium,evidence_player_group_0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_arte,Arte,player_0013,Farin,Farin,,listed_same_player,accepted,medium,evidence_player_group_0013,,,,,,,,,,,,whois_arte_1780902662,Eriadorian Battlemaster,Man,Eriadorian,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Eriadorian | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_artigor,Artigor,player_0130,Hate,Hate,,listed_same_player,accepted,medium,evidence_player_group_0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_asanda,Asanda,player_0172,Agattax,Agattax [Robin],Robin,listed_same_player,accepted,medium,evidence_player_group_0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_aschit,Aschit,player_0056,Aschit,Aschit,,listed_same_player,accepted,medium,evidence_player_group_0056,,,,,,,,,,,,whois_aschit_1780902678,Rohirric Hunter,Man,Rohirrim,Free Peoples,medium,Thief,Thief,Hunter,medium,,,,,,,,,,classified,race_term=Rohirric | class_title=Hunter | who_class_group=Thief | class_confidence=medium,1,no
char_aseff,Aseff,player_0150,Aseff,Aseff,,listed_same_player,accepted,medium,evidence_player_group_0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_ashmash,Ashmash,player_0136,Francis,Francis,,listed_same_player,accepted,medium,evidence_player_group_0136,,,,,,,,,,,,whois_ashmash_1780902689,Tarkhnarb Champion,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Champion,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Champion | who_class_group=General | class_confidence=medium,1,no
char_asmandeus,Asmandeus,player_0099,Asmandeus,Asmandeus,,listed_same_player,accepted,medium,evidence_player_group_0099,,,,,,,,,,,,whois_asmandeus_1780902695,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_assa,Assa,player_0095,Haista,Haista,,listed_same_player,accepted,medium,evidence_player_group_0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_astar,Astar,player_0192,Moonshade,Moonshade [Alex],Alex,listed_same_player,accepted,medium,evidence_player_group_0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_athela,Athela,player_0165,Athela,Athela,,listed_same_player,accepted,medium,evidence_player_group_0165,,,,,,,,,,,,whois_athela_1780902711,Silvan Ranger,Elf,Silvan,Free Peoples,medium,General,General,Ranger,medium,High Track; exact requirement uncertain and probably not 100%+,,,,,,,,,classified,race_term=Silvan | class_title=Ranger | who_class_group=General | class_confidence=medium | skill_notes=High Track; exact requirement uncertain and probably not 100%+,1,no
char_atlas,Atlas,player_0036,Atlas,Atlas,,listed_same_player,accepted,medium,evidence_player_group_0036,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_atlas_210_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_atlas_1780902717,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,2,no
char_audi,Audi,player_0219,Risca,Risca,,listed_same_player,accepted,medium,evidence_player_group_0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_auriane,Auriane,player_0062,Auriane,Auriane [Bob],Bob,listed_same_player,accepted,medium,evidence_player_group_0062,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_auriane_333_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_auriane_1780902728,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,2,no
char_ausir,Ausir,player_0125,Ausir,Ausir,,listed_same_player,accepted,medium,evidence_player_group_0125,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_ausir_43_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_ausir_1780902733,Vala,Vala,,Immortals,high,Architect,Architect,Architect,high,,,,,,,Vala,V,Architect,immortal,immortal_term=Vala | race_term=Vala,2,no
char_avenir,Avenir,player_0214,Avenir,Avenir,,listed_same_player,accepted,medium,evidence_player_group_0214,,,,,,,,,,,,whois_avenir_1780902739,Man,Man,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Man | base_class_unknown,1,no
char_awesome,Awesome,player_0108,Toe,Toe,,listed_same_player,accepted,medium,evidence_player_group_0108,,,,,,,,,,,,whois_awesome_1780902744,Hill Troll Warrior,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Hill Troll | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_axel,Axel,player_0012,Axel,Axel [Axel],Axel,listed_same_player,accepted,medium,evidence_player_group_0012,,retired,Vala,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_axel_22_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_axel_1780902750,Vala,Vala,,Immortals,high,Mudller,Mudller,Mudller,high,,,,,,,Vala,V,Mudller,immortal,immortal_term=Vala | race_term=Vala,2,no
char_azalyn,Azalyn,player_0139,Naga,Naga,,listed_same_player,accepted,medium,evidence_player_group_0139,,,,,,,,,,,,whois_azalyn_1780902755,Noldorin Scholar,Elf,Noldorin,Free Peoples,medium,Magic-user,Magic-user,Scholar,high,,,,,,,,,,classified,race_term=Noldorin | class_title=Scholar | who_class_group=Magic-user | class_confidence=high,1,no
char_azazello,Azazello,player_0195,Porien,Porien [Dmitry],Dmitry,listed_same_player,accepted,medium,evidence_player_group_0195,,,,,,,,,,,,whois_azazello_1780833778,Tarkhnarb Champion,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Champion,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Champion | who_class_group=General | class_confidence=medium,1,no
char_azazhel,Azazhel,player_0001,Rogon,Rogon,,listed_same_player,accepted,medium,evidence_player_group_0001,,,,,,,,,,,,whois_azazhel_1780902761,Tarkhnarb Rider,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
char_azg,Azg,player_0098,Dragor,Dragor,,listed_same_player,accepted,medium,evidence_player_group_0098,,,,,,,,,,,,whois_azg_1780902766,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_azhal,Azhal,player_0071,Marre,Marre [Martin],Martin,listed_same_player,accepted,medium,evidence_player_group_0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_azmodan,Azmodan,player_0093,Valir,Valir [Raul],Raul,listed_same_player,accepted,medium,evidence_player_group_0093,,,,,,,,,,,,whois_azmodan_1780902777,Tarkhnarb Battlemaster,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_azylic,Azylic,player_0124,Sloo,Sloo,,listed_same_player,accepted,medium,evidence_player_group_0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_baalrukh,Baalrukh,player_0128,Bornack,Bornack [Fredrik],Fredrik,listed_same_player,accepted,medium,evidence_player_group_0128,,,,,,,,,,,,whois_baalrukh_1780902788,Tarkhnarb Warrior,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_babai,Babai,player_0197,Zmej,Zmej [Leha],Leha,listed_same_player,accepted,medium,evidence_player_group_0197,,,,,,,,,,,,whois_babai_1780902794,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_backfire,Backfire,player_0108,Toe,Toe,,listed_same_player,accepted,medium,evidence_player_group_0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_badur,Badur,player_0201,Omen,Omen [Alexander],Alexander,listed_same_player,accepted,medium,evidence_player_group_0201,,,,,,,,,,,,whois_badur_1780902805,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_bagger,Bagger,player_0074,Tardeer,Tardeer [Silverberg],Silverberg,listed_same_player,accepted,medium,evidence_player_group_0074,,,,,,,,,,,,whois_bagger_1780902810,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_baghtru,Baghtru,player_0119,Zeus,Zeus,,listed_same_player,accepted,medium,evidence_player_group_0119,,,,,,,,,,,,whois_baghtru_1780902816,Orkish Veteran,Orc,,Minions of Sauron,high,Warrior,Warrior,Veteran,high,,,,,,,,,,classified,race_term=Orkish | class_title=Veteran | who_class_group=Warrior | class_confidence=high,1,no
char_bah,Bah,player_0023,Bah,Bah [Jan],Jan,listed_same_player,accepted,medium,evidence_player_group_0023,,,,,,,,,,,,whois_bah_1780902821,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_bairanax,Bairanax,player_0023,Bah,Bah [Jan],Jan,listed_same_player,accepted,medium,evidence_player_group_0023,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_bairanax_338_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_bairanax_1780902827,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,1,no
char_bajun,Bajun,player_0220,Strine,Strine,,listed_same_player,accepted,medium,evidence_player_group_0220,,,,,,,,,,,,whois_bajun_1780902832,Silvan Mercenary,Elf,Silvan,Free Peoples,medium,Warrior,Warrior,Mercenary,low,,,,,,,,,,classified,race_term=Silvan | class_title=Mercenary | who_class_group=Warrior | class_confidence=low,1,no
char_balder,Balder,player_0121,Merlin,Merlin,,listed_same_player,accepted,medium,evidence_player_group_0121,,,,,,,,,,,,whois_balder_1780902838,Hobbit,Hobbit,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Hobbit | base_class_unknown,1,no
char_baldwin,Baldwin,player_0061,Siroth,Siroth,,listed_same_player,accepted,medium,evidence_player_group_0061,,,,,,,,,,,,whois_baldwin_1780902843,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_baldy,Baldy,player_0086,Squiffy,Squiffy,,listed_same_player,accepted,medium,evidence_player_group_0086,,,,,,,,,,,,whois_baldy_1780902849,Black Númenórean Priest,Man,Black Númenórean,Minions of Sauron,high,Cleric,Cleric,Priest,high,,,,,,,,,,classified,race_term=Black Númenórean | class_title=Priest | who_class_group=Cleric | class_confidence=high,1,no
char_balin,Balin,player_0008,Fingeror,Fingeror [Jocke],Jocke,listed_same_player,accepted,medium,evidence_player_group_0008,,,,,,,,,,,,whois_balin_1780902854,Dwarven Battlemaster,Dwarf,,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Dwarven | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_balthazar,Balthazar,player_0083,Goretongue,Goretongue [Jeremiah],Jeremiah,listed_same_player,accepted,medium,evidence_player_group_0083,,,,,,,,,,,,whois_balthazar_1780902860,Black Númenórean Wizard,Man,Black Númenórean,Minions of Sauron,high,Magic-user,Magic-user,Wizard,high,,,,,,,,,,classified,race_term=Black Númenórean | class_title=Wizard | who_class_group=Magic-user | class_confidence=high,1,no
char_baltimor,Baltimor,player_0193,Ariala,Ariala [Sandman],Sandman,listed_same_player,accepted,medium,evidence_player_group_0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_bambi,Bambi,player_0036,Atlas,Atlas,,listed_same_player,accepted,medium,evidence_player_group_0036,,,,,,,,,,,,whois_bambi_1780902871,Hill Troll Fighter,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Fighter,low,,,,,,,,,,classified,race_term=Hill Troll | class_title=Fighter | who_class_group=Warrior | class_confidence=low,1,no
char_bamsefar,Bamsefar,player_0103,Edvard,Edvard [Aron],Aron,listed_same_player,accepted,medium,evidence_player_group_0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_baphomet,Baphomet,player_0083,Goretongue,Goretongue [Jeremiah],Jeremiah,listed_same_player,accepted,medium,evidence_player_group_0083,,,,,,,,,,,,whois_baphomet_1780902882,Black Númenórean Envoy,Man,Black Númenórean,Minions of Sauron,high,General,General,Envoy,medium,,,,,,,,,,classified,race_term=Black Númenórean | class_title=Envoy | who_class_group=General | class_confidence=medium,1,no
char_baraban,Baraban,player_0212,Rabarbar,Rabarbar [Mihail],Mihail,listed_same_player,accepted,medium,evidence_player_group_0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_baradul,Baradul,player_0178,Nagoroth,Nagoroth [Steve],Steve,listed_same_player,accepted,medium,evidence_player_group_0178,,,,,,,,,,,,whois_baradul_1780902893,Dwarven Fighter,Dwarf,,Free Peoples,medium,Warrior,Warrior,Fighter,low,,,,,,,,,,classified,race_term=Dwarven | class_title=Fighter | who_class_group=Warrior | class_confidence=low,1,no
char_barak,Barak,player_0003,Burb,Burb,,listed_same_player,accepted,medium,evidence_player_group_0003,,,,,,,,,,,,whois_barak_1780902898,Dwarven Hero,Dwarf,,Free Peoples,medium,General,General,Hero,medium,,,,,,,,,,classified,race_term=Dwarven | class_title=Hero | who_class_group=General | class_confidence=medium,1,no
char_baresark,Baresark,player_0004,Wow,Wow,,listed_same_player,accepted,medium,evidence_player_group_0004,,,,,,,,,,,,whois_baresark_1780902904,Tarkhnarb Battlemaster,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_barlok,Barlok,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,whois_barlok_1780902909,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_barnes,Barnes,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,whois_barnes_1780902915,Beorning Adventurer,Man,Beorning,Free Peoples,medium,General,General,Adventurer,medium,,,,,,,,,,classified,race_term=Beorning | class_title=Adventurer | who_class_group=General | class_confidence=medium,1,no
char_basha,Basha,player_0092,Basha,Basha,,listed_same_player,accepted,medium,evidence_player_group_0092,,,,,,,,,,,,whois_basha_1780902920,Hill Troll Wrecker,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Wrecker,low,,,,,,,,,,classified,race_term=Hill Troll | class_title=Wrecker | who_class_group=Warrior | class_confidence=low,1,no
char_bashy,Bashy,player_0131,Feagil,Feagil,,listed_same_player,accepted,medium,evidence_player_group_0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_basta,Basta,player_0074,Tardeer,Tardeer [Silverberg],Silverberg,listed_same_player,accepted,medium,evidence_player_group_0074,,,,,,,,,,,,whois_basta_1780902931,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_bastantor,Bastantor,player_0110,Fredde,Fredde [Fredde],Fredde,listed_same_player,accepted,medium,evidence_player_group_0110,,,,,,,,,,,,whois_bastantor_1780902937,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_bastion,Bastion,player_0001,Rogon,Rogon,,listed_same_player,accepted,medium,evidence_player_group_0001,,,,,,,,,,,,whois_bastion_1780902942,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_batar,Batar,player_0115,Marillion,Marillion,,listed_same_player,accepted,medium,evidence_player_group_0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_bates,Bates,player_0109,Nighthawk,Nighthawk,,listed_same_player,accepted,medium,evidence_player_group_0109,,,,,,,,,,,,whois_bates_1780902953,Tarkhnarb Shaman,Orc,Tarkhnarb,Minions of Sauron,high,Cleric,Cleric,Shaman,low,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Shaman | who_class_group=Cleric | class_confidence=low,1,no
char_batpoop,Batpoop,player_0222,Mukami,Mukami,,listed_same_player,accepted,medium,evidence_player_group_0222,,,,,,,,,,,,whois_batpoop_1780902959,Cave Troll Wrecker,Troll,Cave Troll,Minions of Sauron,high,Warrior,Warrior,Wrecker,low,,,,,,,,,,classified,race_term=Cave Troll | class_title=Wrecker | who_class_group=Warrior | class_confidence=low,1,no
char_baurk,Baurk,player_0110,Fredde,Fredde [Fredde],Fredde,listed_same_player,accepted,medium,evidence_player_group_0110,,,,,,,,,,,,whois_baûrk_1780902964,Tarkhnarb Rider,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
